unit,sizen_r2,indic_is,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
PC_ENT_CUSE,10_K6FINS,E_CRM,CZ	: 	: 	: 	: 	: 	: 	: 	58 	52 
PC_ENT_CUSE,10_K6FINS,E_CRM,DE	: 	: 	: 	: 	: 	: 	: 	81 	82 
PC_ENT_CUSE,10_K6FINS,E_CRM,DK	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRM,EA	: 	: 	: 	: 	: 	: 	: 	70 	69 
PC_ENT_CUSE,10_K6FINS,E_CRM,EE	: 	: 	: 	: 	: 	: 	: 	57 	42 
PC_ENT_CUSE,10_K6FINS,E_CRM,EL	: 	: 	: 	: 	: 	: 	: 	46 	: u
PC_ENT_CUSE,10_K6FINS,E_CRM,ES	: 	: 	: 	: 	: 	: 	: 	77 	69 
PC_ENT_CUSE,10_K6FINS,E_CRM,EU15	: 	: 	: 	: 	: 	: 	: 	62 	63 
PC_ENT_CUSE,10_K6FINS,E_CRM,EU25	: 	: 	: 	: 	: 	: 	: 	60 	60 
PC_ENT_CUSE,10_K6FINS,E_CRM,EU27	: 	: 	: 	: 	: 	: 	: 	60 	59 
PC_ENT_CUSE,10_K6FINS,E_CRM,EU28	: 	: 	: 	: 	: 	: 	: 	60 	59 
PC_ENT_CUSE,10_K6FINS,E_CRM,FI	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRM,FR	: 	: 	: 	: 	: 	: 	: 	58 	55 
PC_ENT_CUSE,10_K6FINS,E_CRM,HR	: 	: 	: 	: 	: 	: 	: 	: 	45 
PC_ENT_CUSE,10_K6FINS,E_CRM,HU	: 	: 	: 	: 	: 	: 	: 	28 	24 
PC_ENT_CUSE,10_K6FINS,E_CRM,IE	: 	: 	: 	: 	: 	: 	: 	55 	51 
PC_ENT_CUSE,10_K6FINS,E_CRM,IS	: 	: 	: 	: 	: 	: 	: 	62 	: 
PC_ENT_CUSE,10_K6FINS,E_CRM,IT	: 	: 	: 	: 	: 	: 	: 	65 	61 
PC_ENT_CUSE,10_K6FINS,E_CRM,LT	: 	: 	: 	: 	: 	: 	: 	45 	42 
PC_ENT_CUSE,10_K6FINS,E_CRM,LU	: 	: 	: 	: 	: 	: 	: 	60 	58 
PC_ENT_CUSE,10_K6FINS,E_CRM,LV	: 	: 	: 	: 	: 	: 	: 	49 	49 
PC_ENT_CUSE,10_K6FINS,E_CRM,MK	: 	: 	: 	: 	: 	: 	: 	59 	: 
PC_ENT_CUSE,10_K6FINS,E_CRM,MT	: 	: 	: 	: 	: 	: 	: 	42 	: 
PC_ENT_CUSE,10_K6FINS,E_CRM,NL	: 	: 	: 	: 	: 	: 	: 	45 	51 
PC_ENT_CUSE,10_K6FINS,E_CRM,NO	: 	: 	: 	: 	: 	: 	: 	72 	72 
PC_ENT_CUSE,10_K6FINS,E_CRM,PL	: 	: 	: 	: 	: 	: 	: 	51 	50 
PC_ENT_CUSE,10_K6FINS,E_CRM,PT	: 	: 	: 	: 	: 	: 	: 	61 	75 
PC_ENT_CUSE,10_K6FINS,E_CRM,RO	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRM,SE	: 	: 	: 	: 	: 	: 	: 	73 	67 
PC_ENT_CUSE,10_K6FINS,E_CRM,SI	: 	: 	: 	: 	: 	: 	: 	69 	59 
PC_ENT_CUSE,10_K6FINS,E_CRM,SK	: 	: 	: 	: 	: 	: 	: 	59 	61 
PC_ENT_CUSE,10_K6FINS,E_CRM,TR	: 	: 	: 	: 	: 	: 	: 	70 	: 
PC_ENT_CUSE,10_K6FINS,E_CRM,UK	: 	: 	: 	: 	: 	: 	: 	34 	40 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,AT	: 	: 	: 	: 	: 	: 	: 	83 	76 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,BE	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRMAN,BG	: 	: 	: 	: 	: 	: 	: 	38 	24 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,CY	: 	: 	: 	: 	64 	59 	: 	51 	38 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,CZ	: 	: 	: 	: 	: 	43 	: 	49 	41 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,DE	: 	: 	: 	: 	: 	62 	: 	73 	64 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,DK	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRMAN,EA	: 	: 	: 	: 	: 	: 	: 	61 	56 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,EE	: 	: 	: 	: 	52 	48 	: 	48 	33 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,EL	: 	: 	: 	: 	29 	: 	: 	35 	: u
PC_ENT_CUSE,10_K6FINS,E_CRMAN,ES	: 	: 	: 	: 	: 	: 	: 	66 	56 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,EU15	: 	: 	: 	: 	: 	: 	: 	54 	51 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,EU25	: 	: 	: 	: 	: 	: 	: 	51 	47 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,EU27	: 	: 	: 	: 	: 	: 	: 	50 	46 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,EU28	: 	: 	: 	: 	: 	: 	: 	50 	46 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,FI	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRMAN,FR	: 	: 	: 	: 	: 	: 	: 	49 	47 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,HR	: 	: 	: 	: 	: 	: 	: 	: 	34 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,HU	: 	: 	: 	: 	18 	19 	: 	17 	15 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,IE	: 	: 	: 	: 	45 	46 	: 	45 	42 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,IS	: 	: 	: 	: 	: 	: 	: 	48 	: 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,IT	: 	: 	: 	: 	: 	: 	: 	54 	50 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,LT	: 	: 	: 	: 	: 	: 	: 	34 	26 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,LU	: 	: 	: 	: 	: 	: 	: 	41 	37 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,LV	: 	: 	: 	: 	: 	: 	: 	36 	34 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,MK	: 	: 	: 	: 	: u	: u	: 	35 	: 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,MT	: 	: 	: 	: 	: 	42 	: 	42 	: 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,NL	: 	: 	: 	: 	35 	37 	: 	37 	37 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,NO	: 	: 	: 	: 	63 	62 	: 	61 	58 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,PL	: 	: 	: 	: 	38 	37 	: 	31 	29 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,PT	: 	: 	: 	: 	: u	53 	: 	52 	68 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,RO	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRMAN,SE	: 	: 	: 	: 	: 	56 	: 	56 	56 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,SI	: 	: 	: 	: 	71 	54 	: 	49 	38 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,SK	: 	: 	: 	: 	48 	54 	: 	58 	58 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,TR	: 	: 	: 	: 	: 	: 	: 	40 	: 
PC_ENT_CUSE,10_K6FINS,E_CRMAN,UK	: 	: 	: 	: 	: 	: 	: 	28 	30 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,AT	: 	: 	: 	: 	: 	: 	: 	84 	82 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,BE	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,BG	: 	: 	: 	: 	: 	: 	: 	44 	35 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,CY	: 	: 	: 	: 	76 	71 	: 	62 	45 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,CZ	: 	: 	: 	: 	: 	43 	: 	57 	51 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,DE	: 	: 	: 	: 	: 	76 	: 	80 	80 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,DK	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,EA	: 	: 	: 	: 	: 	: 	: 	68 	67 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,EE	: 	: 	: 	: 	73 	49 	: 	54 	42 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,EL	: 	: 	: 	: 	39 	: 	: 	43 	: u
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,ES	: 	: 	: 	: 	: 	: 	: 	77 	69 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,EU15	: 	: 	: 	: 	: 	: 	: 	60 	61 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,EU25	: 	: 	: 	: 	: 	: 	: 	58 	58 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,EU27	: 	: 	: 	: 	: 	: 	: 	58 	57 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,EU28	: 	: 	: 	: 	: 	: 	: 	58 	57 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,FI	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,FR	: 	: 	: 	: 	: 	: 	: 	57 	52 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,HR	: 	: 	: 	: 	: 	: 	: 	: 	45 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,HU	: 	: 	: 	: 	34 	28 	: 	26 	24 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,IE	: 	: 	: 	: 	48 	51 	: 	49 	47 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,IS	: 	: 	: 	: 	: 	: 	: 	62 	: 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,IT	: 	: 	: 	: 	: 	: 	: 	64 	59 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,LT	: 	: 	: 	: 	: 	: 	: 	42 	40 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,LU	: 	: 	: 	: 	: 	: 	: 	56 	53 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,LV	: 	: 	: 	: 	: 	: 	: 	48 	44 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,MK	: 	: 	: 	: 	: u	: u	: 	59 	: 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,MT	: 	: 	: 	: 	: 	61 	: 	38 	: 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,NL	: 	: 	: 	: 	52 	46 	: 	41 	47 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,NO	: 	: 	: 	: 	77 	69 	: 	64 	72 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,PL	: 	: 	: 	: 	55 	55 	: 	50 	49 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,PT	: 	: 	: 	: 	: u	58 	: 	61 	75 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,RO	: 	: 	: 	: 	: 	: 	: 	: u	: u
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,SE	: 	: 	: 	: 	: 	65 	: 	71 	63 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,SI	: 	: 	: 	: 	87 	60 	: 	69 	59 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,SK	: 	: 	: 	: 	52 	54 	: 	55 	51 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,TR	: 	: 	: 	: 	: 	: 	: 	70 	: 
PC_ENT_CUSE,10_K6FINS,E_CRMSTR,UK	: 	: 	: 	: 	: 	: 	: 	30 	38 
PC_ENT_CUSE,10_L68,E_AEBEU,AT	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,BE	: 	: 	: 	: 	: 	: 	8 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,BG	0 	: 	: u	: 	: c	: 	: c	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,CY	12 	: 	23 	: 	12 	: 	32 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,CZ	9 	: 	12 	: 	10 	: 	8 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,DE	: 	: 	4 	: 	: u	: 	9 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,DK	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,EA	: 	: 	6 	: 	6 	: 	8 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,EE	6 	: 	0 	: 	0 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,EL	3 	: 	3 	: 	2 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,ES	10 	: 	3 	: 	6 	: 	6 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,EU15	: 	: 	: 	: 	: 	: 	7 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,EU27	: 	: 	5 	: 	6 	: 	5 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,EU28	: 	: 	5 	: 	6 	: 	5 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,FI	: 	: 	5 	: 	: 	: 	5 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,FR	: 	: 	: 	: 	5 	: 	3 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,HR	1 	: 	0 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,HU	8 	: 	5 	: 	3 	: 	4 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,IE	: 	: 	36 	: 	16 	: 	16 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,IT	21 	: 	15 	: 	: u	: 	8 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,LT	: 	: 	: 	: 	5 	: 	4 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,LU	: cu	: 	: c	: 	: c	: 	: c	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,LV	5 	: 	7 	: 	3 	: 	1 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,MK	: 	: 	0 	: 	0 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,MT	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,NL	10 	: 	5 b	: 	8 	: 	2 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,NO	13 	: 	12 	: 	2 	: 	21 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,PL	2 	: 	1 	: 	: u	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,PT	10 	: 	11 	: 	3 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,RO	3 	: 	: 	: 	: 	: 	0 n	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,SE	2 	: 	: 	: 	: 	: 	6 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,SI	: 	: 	6 	: 	5 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,SK	0 	: 	9 	: 	6 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEU,UK	: 	: 	: 	: 	: 	: 	2 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,AT	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,BE	: 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,BG	0 	: 	: 	: 	: 	: 	: c	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,CY	6 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,CZ	3 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,DE	: 	: 	: 	: 	: 	: 	: c	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,DK	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,EA	: 	: 	: 	: 	: 	: 	2 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,EE	2 	: 	: 	: 	: 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,EL	3 	: 	: 	: 	: 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,ES	4 	: 	: 	: 	: 	: 	1 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,EU15	: 	: 	: 	: 	: 	: 	2 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,EU27	: 	: 	: 	: 	: 	: 	2 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,EU28	: 	: 	: 	: 	: 	: 	2 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,FI	: 	: 	: 	: 	: 	: 	2 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,FR	: 	: 	: 	: 	: 	: 	3 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,HR	1 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,HU	3 	: 	: 	: 	: 	: 	1 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,IE	: 	: 	: 	: 	: 	: 	16 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,IT	6 	: 	: 	: 	: 	: 	1 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,LT	: 	: 	: 	: 	: 	: 	0 n	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,LU	: c	: 	: 	: 	: 	: 	: c	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,LV	3 	: 	: 	: 	: 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,MK	: 	: 	: 	: 	: 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,MT	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,NL	3 	: 	: 	: 	: 	: 	2 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,NO	8 	: 	: 	: 	: 	: 	6 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,PL	0 n	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,PT	0 n	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,RO	0 	: 	: 	: 	: 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,SE	1 	: 	: 	: 	: 	: 	4 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,SI	: 	: 	: 	: 	: 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,SK	0 	: 	: 	: 	: 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBEUWW,UK	: 	: 	: 	: 	: 	: 	1 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,AT	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,BE	: 	: 	: 	: 	: 	: 	32 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,BG	: u	: 	15 	: 	: u	: 	: c	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,CY	12 	: 	16 	: 	: 	: 	26 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,CZ	57 	: 	53 	: 	47 	: 	32 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,DE	: 	: 	: u	: 	: u	: 	44 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,DK	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,EA	: 	: 	29 	: 	31 	: 	32 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,EE	18 	: 	6 	: 	9 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,EL	3 	: 	16 	: 	2 	: 	0 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,ES	32 	: 	23 	: 	26 	: 	25 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,EU15	: 	: 	: 	: 	: 	: 	36 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,EU27	: 	: 	25 	: 	28 	: 	31 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,EU28	: 	: 	25 	: 	28 	: 	30 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,FI	: 	: 	32 	: 	: 	: 	39 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,FR	: 	: 	: 	: 	24 	: 	22 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,HR	13 	: 	0 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,HU	18 	: 	26 	: 	21 	: 	28 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,IE	: 	: 	58 	: 	36 	: 	48 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,IT	40 	: 	40 	: 	: u	: 	36 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,LT	: 	: 	: 	: 	13 	: 	22 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,LU	: cu	: 	: c	: 	: c	: 	: c	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,LV	25 	: 	34 	: 	20 	: 	18 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,MK	: 	: 	0 	: 	0 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,MT	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,NL	63 	: 	45 b	: 	63 	: 	30 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,NO	40 	: 	33 	: 	32 	: 	74 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,PL	8 	: 	4 	: 	17 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,PT	11 	: 	: u	: 	8 	: 	: u	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,RO	0 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,SE	23 	: 	: 	: 	: 	: 	53 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,SI	: 	: 	13 	: 	14 	: 	22 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,SK	3 	: 	19 	: 	17 	: 	10 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBHM,UK	: 	: 	: 	: 	: 	: 	41 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBUY,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u
PC_ENT_CUSE,10_L68,E_AEBUY,BE	: u	56 	: u	: u	13 	32 	34 	: u	: u
PC_ENT_CUSE,10_L68,E_AEBUY,BG	15 	11 	15 	10 	: u	: u	: u	7 	8 
PC_ENT_CUSE,10_L68,E_AEBUY,CY	58 	52 	23 	0 	12 	0 	42 	31 	22 
PC_ENT_CUSE,10_L68,E_AEBUY,CZ	57 	59 	53 	45 	47 	44 	32 	33 	26 
PC_ENT_CUSE,10_L68,E_AEBUY,DE	55 	: 	60 	: u	: u	: u	58 	49 	57 
PC_ENT_CUSE,10_L68,E_AEBUY,DK	: 	: 	: u	75 	: u	: u	: u	: u	: u
PC_ENT_CUSE,10_L68,E_AEBUY,EA	51 	50 	48 	38 	34 	36 	37 	33 	39 
PC_ENT_CUSE,10_L68,E_AEBUY,EE	21 	18 	19 	18 	9 	6 	0 	10 	13 
PC_ENT_CUSE,10_L68,E_AEBUY,EL	8 	22 	16 	: u	2 	2 	0 	: u	: u
PC_ENT_CUSE,10_L68,E_AEBUY,ES	34 	33 	24 	33 	26 	14 	27 	25 	27 
PC_ENT_CUSE,10_L68,E_AEBUY,EU15	54 	53 	54 	44 	42 	43 	40 	44 	36 
PC_ENT_CUSE,10_L68,E_AEBUY,EU25	: 	: 	: 	: 	: 	: 	: 	37 	30 
PC_ENT_CUSE,10_L68,E_AEBUY,EU27	49 	47 	46 	38 	36 	36 	33 	35 	29 
PC_ENT_CUSE,10_L68,E_AEBUY,EU28	49 	46 	46 	38 	36 	36 	33 	35 	29 
PC_ENT_CUSE,10_L68,E_AEBUY,FI	: 	: 	32 	37 	56 	37 	42 	39 	43 
PC_ENT_CUSE,10_L68,E_AEBUY,FR	67 	67 	54 b	30 	24 	25 	22 	21 	25 
PC_ENT_CUSE,10_L68,E_AEBUY,HR	28 	1 	15 	: u	: 	14 	: u	: u	36 
PC_ENT_CUSE,10_L68,E_AEBUY,HU	41 	41 	26 	28 	22 	16 	29 	20 	18 
PC_ENT_CUSE,10_L68,E_AEBUY,IE	53 	45 	61 	61 	50 	36 	52 	52 	44 
PC_ENT_CUSE,10_L68,E_AEBUY,IS	: 	: 	: 	: u	: u	: u	: 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBUY,IT	41 	40 	42 	41 	41 	40 	38 	40 	45 
PC_ENT_CUSE,10_L68,E_AEBUY,LT	23 	13 	18 	22 	15 	18 	22 	22 	34 
PC_ENT_CUSE,10_L68,E_AEBUY,LU	: cu	: c	: c	: c	: c	: c	: c	: c	35 
PC_ENT_CUSE,10_L68,E_AEBUY,LV	: u	32 	34 	24 	21 	20 	18 	10 	14 
PC_ENT_CUSE,10_L68,E_AEBUY,MK	: 	6 	3 	7 	0 	0 	: u	0 	: 
PC_ENT_CUSE,10_L68,E_AEBUY,MT	: 	: 	8 	: u	17 	: u	: u	: u	: u
PC_ENT_CUSE,10_L68,E_AEBUY,NL	63 	54 	45 b	49 	63 	: u	30 	45 	41 
PC_ENT_CUSE,10_L68,E_AEBUY,NO	69 	57 	53 	41 	39 	43 	88 	69 	92 
PC_ENT_CUSE,10_L68,E_AEBUY,PL	33 	31 	19 	21 	17 	17 	12 	10 	: u
PC_ENT_CUSE,10_L68,E_AEBUY,PT	19 	: u	: u	: u	8 	: u	: u	: u	: u
PC_ENT_CUSE,10_L68,E_AEBUY,RO	19 	20 	11 	: u	25 	6 	5 	8 	: u
PC_ENT_CUSE,10_L68,E_AEBUY,RS	: 	: 	: 	50 	: 	: 	: 	: 	: 
PC_ENT_CUSE,10_L68,E_AEBUY,SE	63 	50 	54 	52 	50 	60 	56 	75 	68 
PC_ENT_CUSE,10_L68,E_AEBUY,SI	: 	21 	16 	5 	17 	27 	22 	13 	20 
PC_ENT_CUSE,10_L68,E_AEBUY,SK	14 	26 	19 	7 	17 	11 	13 	16 	7 
PC_ENT_CUSE,10_L68,E_AEBUY,TR	: 	: 	: u	: 	: 	: 	: 	18 	: 
